fight_id,event_id,event_name,event_date,weight_class,title_fight,winner_id,method,finish_round,rounds_fought,fighter_id,fighter_name,fighter_nick_name,height,weight_lbs,reach_inches,stance,dob,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,kd,sig_landed,sig_atmp,str_landed,str_atmp,td_landed,td_atmp,sub_att,rev,total_sig_str_landed_head,total_sig_str_atmp_head,total_sig_str_landed_body,total_sig_str_atmp_body,total_sig_str_landed_leg,total_sig_str_atmp_leg,total_sig_str_landed_distance,total_sig_str_atmp_distance,total_sig_str_landed_clinch,total_sig_str_atmp_clinch,total_sig_str_landed_ground,total_sig_str_atmp_ground,ctrl_seconds,opponent_id,opponent_name,won,fight_seconds,prior_sig_landed_sum,prior_sig_atmp_sum,prior_str_landed_sum,prior_str_atmp_sum,prior_td_landed_sum,prior_td_atmp_sum,prior_sub_att_sum,prior_kd_sum,prior_rev_sum,prior_ctrl_seconds_sum,prior_fight_seconds_sum,prior_won_sum,prior_fight_count,pre_slpm,pre_sapm,pre_str_acc,pre_td_avg,pre_td_acc,pre_sub_avg,pre_kd_avg,pre_ctrl_pct,pre_win_pct,age_at_fight,opp_sig_landed,opp_sig_atmp,opp_td_landed,opp_td_atmp,prior_opp_sig_landed_sum,prior_opp_sig_atmp_sum,prior_opp_td_landed_sum,prior_opp_td_atmp_sum,pre_str_def,pre_td_def
5782666ca117fa5b,6b8f28da9a483049,UFC Fight Night: Dos Anjos vs. Lee,2019-05-18,Lightweight,0,07225ba28ae309b6,KO/TKO,2,2,07225ba28ae309b6,Charles Oliveira,Do Bronxs,"5' 10""",155.0,74.0,Orthodox,1989-10-17,3.23,55,3.05,48,2.29,39,54,2.6,1,38,59,43,64,0,0,1,1,23,38,13,19,2,2,20,34,10,17,8,8,98,6fb1ba67bef41b37,Nik Lentz,1,600,442.0,894.0,653.0,1121.0,29.0,67.0,26.0,1.0,1.0,2094.0,12000.0,14.0,22,2.21,2.26,0.49440715883668906,2.175,0.43283582089552236,1.9500000000000002,0.075,0.1745,0.6363636363636364,29.582477754962355,18,49,2,4,452.0,978.0,12.0,28.0,0.5378323108384457,0.5714285714285714
7afe2a15ae7359e9,81ca2c245b19b3c5,UFC Fight Night: Blachowicz vs. Jacare,2019-11-16,Lightweight,0,07225ba28ae309b6,KO/TKO,1,1,07225ba28ae309b6,Charles Oliveira,Do Bronxs,"5' 10""",155.0,74.0,Orthodox,1989-10-17,3.23,55,3.05,48,2.29,39,54,2.6,1,10,16,10,16,0,1,0,0,5,9,1,3,4,4,8,14,0,0,2,2,2,7026eca45f65377b,Jared Gordon,1,300,480.0,953.0,696.0,1185.0,29.0,67.0,27.0,2.0,2.0,2192.0,12600.0,15.0,23,2.2857142857142856,2.238095238095238,0.5036726128016789,2.0714285714285716,0.43283582089552236,1.9285714285714284,0.14285714285714288,0.17396825396825397,0.6521739130434783,30.080766598220396,7,18,0,0,470.0,1027.0,14.0,32.0,0.5423563777994158,0.5625
e0b323dae5bf4c90,53278852bcd91e11,UFC Fight Night: Lee vs. Oliveira,2020-03-14,Lightweight,0,07225ba28ae309b6,Submission,3,3,07225ba28ae309b6,Charles Oliveira,Do Bronxs,"5' 10""",155.0,74.0,Orthodox,1989-10-17,3.23,55,3.05,48,2.29,39,54,2.6,0,43,65,51,73,0,1,2,1,28,49,9,10,6,6,35,56,2,2,6,7,11,ee9ebceabfd16fa7,Kevin Lee,1,900,490.0,969.0,706.0,1201.0,29.0,68.0,27.0,3.0,2.0,2194.0,12900.0,16.0,24,2.2790697674418605,2.218604651162791,0.5056759545923633,2.0232558139534884,0.4264705882352941,1.8837209302325584,0.20930232558139533,0.17007751937984497,0.6666666666666666,30.406570841889117,41,80,2,3,477.0,1045.0,14.0,32.0,0.5435406698564593,0.5625
b7b867eb3c3cf163,d0d43cb9b14f231c,UFC 256: Figueiredo vs. Moreno,2020-12-12,Lightweight,0,07225ba28ae309b6,Decision - Unanimous,3,3,07225ba28ae309b6,Charles Oliveira,Do Bronxs,"5' 10""",155.0,74.0,Orthodox,1989-10-17,3.23,55,3.05,48,2.29,39,54,2.6,0,41,63,86,112,3,3,3,0,26,43,7,11,8,9,17,34,0,0,24,29,699,22a92d7f62195791,Tony Ferguson,1,900,533.0,1034.0,757.0,1274.0,29.0,69.0,29.0,3.0,3.0,2205.0,13800.0,17.0,25,2.3173913043478263,2.252173913043478,0.5154738878143134,1.891304347826087,0.42028985507246375,1.891304347826087,0.19565217391304346,0.15978260869565217,0.68,31.15400410677618,19,42,0,0,518.0,1125.0,16.0,35.0,0.5395555555555556,0.5428571428571429
fef29aa73bd5b907,744f50016c39c26c,UFC 262: Oliveira vs. Chandler,2021-05-15,Lightweight,1,07225ba28ae309b6,KO/TKO,2,2,07225ba28ae309b6,Charles Oliveira,Do Bronxs,"5' 10""",155.0,74.0,Orthodox,1989-10-17,3.23,55,3.05,48,2.29,39,54,2.6,2,24,32,32,41,1,2,0,0,20,26,1,3,3,3,13,20,3,3,8,9,102,4b93a88f3b1de35b,Michael Chandler,1,600,574.0,1097.0,843.0,1386.0,32.0,72.0,32.0,3.0,3.0,2904.0,14700.0,18.0,26,2.342857142857143,2.1918367346938776,0.5232452142206017,1.959183673469388,0.4444444444444444,1.959183673469388,0.18367346938775508,0.19755102040816327,0.6923076923076923,31.575633127994525,30,55,0,0,537.0,1167.0,16.0,35.0,0.5398457583547558,0.5428571428571429
b22eab3aa1522f40,ef927e4fe2117ab8,UFC 269: Oliveira vs. Poirier,2021-12-11,Lightweight,1,07225ba28ae309b6,Submission,3,3,07225ba28ae309b6,Charles Oliveira,Do Bronxs,"5' 10""",155.0,74.0,Orthodox,1989-10-17,3.23,55,3.05,48,2.29,39,54,2.6,0,73,131,98,157,0,6,3,1,48,99,22,29,3,3,38,86,17,19,18,26,341,029eaff01e6bb8f0,Dustin Poirier,1,900,598.0,1129.0,875.0,1427.0,33.0,74.0,32.0,5.0,3.0,3006.0,15300.0,19.0,27,2.3450980392156864,2.223529411764706,0.5296722763507529,1.9411764705882355,0.44594594594594594,1.8823529411764706,0.29411764705882354,0.19647058823529412,0.7037037037037037,32.15058179329227,58,94,0,0,567.0,1222.0,16.0,35.0,0.5360065466448445,0.5428571428571429
7d4e49d8a6678157,253d3f9e97ca149a,UFC 274: Oliveira vs. Gaethje,2022-05-07,Lightweight,0,07225ba28ae309b6,Submission,1,1,07225ba28ae309b6,Charles Oliveira,Do Bronxs,"5' 10""",155.0,74.0,Orthodox,1989-10-17,3.23,55,3.05,48,2.29,39,54,2.6,1,30,47,33,52,0,1,2,0,18,32,11,13,1,2,20,34,8,10,2,3,39,9e8f6c728eb01124,Justin Gaethje,1,300,671.0,1260.0,973.0,1584.0,33.0,80.0,35.0,5.0,4.0,3347.0,16200.0,20.0,28,2.4851851851851854,2.314814814814815,0.5325396825396825,1.8333333333333333,0.4125,1.9444444444444444,0.2777777777777778,0.20660493827160495,0.7142857142857143,32.55304585900068,21,33,0,0,625.0,1316.0,16.0,35.0,0.5250759878419453,0.5428571428571429
523815acf1bb2420,885e7f70dcac0007,UFC 280: Oliveira vs. Makhachev,2022-10-22,Lightweight,1,275aca31f61ba28c,Submission,2,2,07225ba28ae309b6,Charles Oliveira,Do Bronxs,"5' 10""",155.0,74.0,Orthodox,1989-10-17,3.23,55,3.05,48,2.29,39,54,2.6,0,19,39,25,46,0,1,0,0,7,23,12,15,0,1,10,26,7,8,2,5,42,275aca31f61ba28c,Islam Makhachev,0,600,701.0,1307.0,1006.0,1636.0,33.0,81.0,37.0,6.0,4.0,3386.0,16500.0,21.0,29,2.5490909090909093,2.349090909090909,0.5363427697016068,1.7999999999999998,0.4074074074074074,2.018181818181818,0.32727272727272727,0.2052121212121212,0.7241379310344828,33.01300479123888,30,41,2,3,646.0,1349.0,16.0,35.0,0.5211267605633803,0.5428571428571429
40e8bf8ce508c436,b6c6d1731ff00eeb,UFC 289: Nunes vs. Aldana,2023-06-10,Lightweight,0,07225ba28ae309b6,KO/TKO,1,1,07225ba28ae309b6,Charles Oliveira,Do Bronxs,"5' 10""",155.0,74.0,Orthodox,1989-10-17,3.23,55,3.05,48,2.29,39,54,2.6,1,26,36,37,47,0,1,0,0,23,32,3,3,0,1,7,13,3,3,16,20,31,08af939f41b5a57b,Beneil Dariush,1,300,720.0,1346.0,1031.0,1682.0,33.0,82.0,37.0,6.0,4.0,3428.0,17100.0,21.0,30,2.526315789473684,2.3719298245614033,0.5349182763744428,1.736842105263158,0.4024390243902439,1.9473684210526314,0.3157894736842105,0.20046783625730993,0.7,33.64544832306639,12,28,0,0,676.0,1390.0,18.0,38.0,0.5136690647482014,0.5263157894736843
01f7c28804746979,6750e338922a099d,UFC 300: Pereira vs. Hill,2024-04-13,Lightweight,0,eae48ff31db420c2,Decision - Split,3,3,07225ba28ae309b6,Charles Oliveira,Do Bronxs,"5' 10""",155.0,74.0,Orthodox,1989-10-17,3.23,55,3.05,48,2.29,39,54,2.6,0,19,37,33,53,0,0,4,1,11,22,5,9,3,6,7,24,6,6,6,7,152,eae48ff31db420c2,Arman Tsarukyan,0,900,746.0,1382.0,1068.0,1729.0,33.0,83.0,37.0,7.0,4.0,3459.0,17400.0,22.0,31,2.5724137931034483,2.372413793103448,0.5397973950795948,1.706896551724138,0.39759036144578314,1.913793103448276,0.3620689655172414,0.19879310344827586,0.7096774193548387,34.48870636550308,49,83,2,4,688.0,1418.0,18.0,38.0,0.5148095909732017,0.5263157894736843
4f4189009a190e35,daff32bc96d1eabf,UFC 309: Jones vs. Miocic,2024-11-16,Lightweight,0,07225ba28ae309b6,Decision - Unanimous,5,5,07225ba28ae309b6,Charles Oliveira,Do Bronxs,"5' 10""",155.0,74.0,Orthodox,1989-10-17,3.23,55,3.05,48,2.29,39,54,2.6,0,88,122,117,153,5,12,2,0,56,82,18,25,14,15,67,98,3,5,18,19,892,4b93a88f3b1de35b,Michael Chandler,1,1500,765.0,1419.0,1101.0,1782.0,33.0,83.0,41.0,7.0,5.0,3611.0,18300.0,22.0,32,2.5081967213114753,2.416393442622951,0.5391120507399577,1.6229508196721312,0.39759036144578314,2.0163934426229506,0.3442622950819672,0.1973224043715847,0.6875,35.082819986310746,84,113,0,1,737.0,1501.0,20.0,42.0,0.5089940039973351,0.5238095238095238
7a64d63e12618ba7,66766984842c13dc,UFC 317: Topuria vs. Oliveira,2025-06-28,Lightweight,1,54f64b5e283b0ce7,KO/TKO,1,1,07225ba28ae309b6,Charles Oliveira,Do Bronxs,"5' 10""",155.0,74.0,Orthodox,1989-10-17,3.23,55,3.05,48,2.29,39,54,2.6,0,9,16,10,18,0,2,0,0,3,8,2,4,4,4,8,14,1,2,0,0,21,54f64b5e283b0ce7,Ilia Topuria,0,300,853.0,1541.0,1218.0,1935.0,38.0,95.0,43.0,7.0,5.0,4503.0,19800.0,23.0,33,2.584848484848485,2.487878787878788,0.5535366645035691,1.7272727272727273,0.4,1.9545454545454546,0.3181818181818182,0.22742424242424242,0.696969696969697,35.696098562628336,21,29,0,0,821.0,1614.0,20.0,43.0,0.49132589838909546,0.5348837209302326
79865287be90e4be,9336e86cfd4ceaa1,UFC Fight Night: Oliveira vs. Gamrot,2025-10-11,Lightweight,0,07225ba28ae309b6,Submission,2,2,07225ba28ae309b6,Charles Oliveira,Do Bronxs,"5' 10""",155.0,74.0,Orthodox,1989-10-17,3.23,55,3.05,48,2.29,39,54,2.6,0,11,33,18,40,1,1,1,1,4,21,3,6,4,6,10,32,1,1,0,0,215,72db2a14ffa73ece,Mateusz Gamrot,1,600,862.0,1557.0,1228.0,1953.0,38.0,97.0,43.0,7.0,5.0,4524.0,20100.0,23.0,34,2.573134328358209,2.5134328358208955,0.5536287732819525,1.7014925373134329,0.3917525773195876,1.9253731343283582,0.31343283582089554,0.22507462686567165,0.6764705882352942,35.983572895277206,18,42,1,1,842.0,1643.0,20.0,43.0,0.487522824102252,0.5348837209302326
f030febede41c661,15ec018d144710db,UFC 326: Holloway vs. Oliveira 2,2026-03-07,Lightweight,0,07225ba28ae309b6,Decision - Unanimous,5,5,07225ba28ae309b6,Charles Oliveira,Do Bronxs,"5' 10""",155.0,74.0,Orthodox,1989-10-17,3.23,55,3.05,48,2.29,39,54,2.6,0,50,66,110,137,5,13,4,0,37,51,7,9,6,6,24,37,2,2,24,27,1249,150ff4cc642270b9,Max Holloway,1,1500,873.0,1590.0,1246.0,1993.0,39.0,98.0,44.0,7.0,6.0,4739.0,20700.0,24.0,35,2.5304347826086957,2.4927536231884058,0.5490566037735849,1.6956521739130435,0.3979591836734694,1.9130434782608694,0.3043478260869565,0.22893719806763285,0.6857142857142857,36.38603696098563,26,45,0,0,860.0,1685.0,21.0,44.0,0.48961424332344217,0.5227272727272727
63e4cd10ed47f1a8,770b9d4813c25902,UFC Fight Night: Bisping vs Le,2014-08-23,Women's Bantamweight,0,072a10e85f7d4bff,Decision - Split,3,3,072a10e85f7d4bff,Milana Dudieva,,"5' 3""",135.0,,Orthodox,1989-08-04,0.87,31,3.43,58,2.34,45,0,0.0,0,11,36,48,80,2,5,0,0,6,28,5,8,0,0,6,30,5,6,0,0,156,dcbf01d605681ad1,Elizabeth Phillips,1,900,,,,,,,,,,,,,0,,,,,,,,,,25.05133470225873,25,54,0,0,,,,,,
cc7afab68363e076,16d09e800ad7ec79,UFC Fight Night: Mendes vs Lamas,2015-04-04,Women's Bantamweight,0,3253b16d38ae087d,KO/TKO,1,1,072a10e85f7d4bff,Milana Dudieva,,"5' 3""",135.0,,Orthodox,1989-08-04,0.87,31,3.43,58,2.34,45,0,0.0,0,0,5,10,24,1,2,0,0,0,5,0,0,0,0,0,5,0,0,0,0,43,3253b16d38ae087d,Julianna Pena,0,300,11.0,36.0,48.0,80.0,2.0,5.0,0.0,0.0,0.0,156.0,900.0,1.0,1,0.7333333333333333,1.6666666666666667,0.3055555555555556,2.0,0.4,0.0,0.0,0.17333333333333334,1.0,25.66461327857632,37,73,1,1,25.0,54.0,0.0,0.0,0.537037037037037,
7fce3efc5d2add6e,6810d8d2dd557cf9,UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,Women's Bantamweight,0,c7d297714d9ab1a4,KO/TKO,3,3,072a10e85f7d4bff,Milana Dudieva,,"5' 3""",135.0,,Orthodox,1989-08-04,0.87,31,3.43,58,2.34,45,0,0.0,0,17,47,36,68,2,4,0,0,8,34,3,7,6,6,12,35,4,8,1,4,150,c7d297714d9ab1a4,Marion Reneau,0,900,11.0,41.0,58.0,104.0,3.0,7.0,0.0,0.0,0.0,199.0,1200.0,1.0,2,0.55,3.1,0.2682926829268293,2.25,0.42857142857142855,0.0,0.0,0.16583333333333333,0.5,27.293634496919918,48,136,1,1,62.0,127.0,1.0,1.0,0.5118110236220472,0.0
b1e7b96ce7da41ec,6ef58dabef8beb15,DREAM 10: Welterweight Grand Prix 2009 Final Round,2009-07-20,Welterweight,0,0749d968e932df53,Decision - Unanimous,2,2,0749d968e932df53,Tarec Saffiedine,Sponge,"5' 10""",170.0,70.0,Switch,1986-09-06,4.05,47,3.06,62,0.52,36,84,0.1,0,51,89,65,103,0,2,0,0,16,51,8,9,27,29,32,67,18,20,1,2,0,81f38d1640c4e70d,Seichi Ikemoto,1,600,,,,,,,,,,,,,0,,,,,,,,,,22.869267624914443,41,109,0,3,,,,,,
dc60c0ad05d7a686,da97d6c97d09c030,DREAM 12,2009-10-25,Middleweight,0,ad99fa5325519169,Decision - Split,3,3,0749d968e932df53,Tarec Saffiedine,Sponge,"5' 10""",170.0,70.0,Switch,1986-09-06,4.05,47,3.06,62,0.52,36,84,0.1,0,37,115,53,133,1,1,0,0,16,85,8,13,13,17,30,102,5,10,2,3,0,ad99fa5325519169,Dong Sik Yoon,0,900,51.0,89.0,65.0,103.0,0.0,2.0,0.0,0.0,0.0,0.0,600.0,1.0,1,5.1,4.1,0.5730337078651685,0.0,0.0,0.0,0.0,0.0,1.0,23.134839151266256,16,67,1,9,41.0,109.0,0.0,3.0,0.6238532110091743,1.0
fc853cc1c88c00cc,d0d7160824278840,Strikeforce Challengers 6,2010-02-26,Welterweight,0,0749d968e932df53,Decision - Unanimous,3,3,0749d968e932df53,Tarec Saffiedine,Sponge,"5' 10""",170.0,70.0,Switch,1986-09-06,4.05,47,3.06,62,0.52,36,84,0.1,0,93,246,102,256,0,0,0,0,69,210,9,20,15,16,83,229,6,11,4,6,0,5befa793316d3469,James Terry,1,900,88.0,204.0,118.0,236.0,1.0,3.0,0.0,0.0,0.0,0.0,1500.0,1.0,2,3.52,2.28,0.43137254901960786,0.6,0.3333333333333333,0.0,0.0,0.0,0.5,23.474332648870636,47,181,2,9,57.0,176.0,1.0,12.0,0.6761363636363636,0.9166666666666666
a153cd3731d44f87,cf9d24e4bd0cf2ce,Strikeforce Challengers 8,2010-05-21,Welterweight,0,0749d968e932df53,KO/TKO,2,2,0749d968e932df53,Tarec Saffiedine,Sponge,"5' 10""",170.0,70.0,Switch,1986-09-06,4.05,47,3.06,62,0.52,36,84,0.1,1,21,40,24,44,0,0,0,0,15,32,2,3,4,5,18,36,0,0,3,4,0,518e5202a91980d4,Nate Moore,1,600,181.0,450.0,220.0,492.0,1.0,3.0,0.0,0.0,0.0,0.0,2400.0,2.0,3,4.525,2.6,0.4022222222222222,0.375,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,23.704312114989733,20,85,0,4,104.0,357.0,3.0,21.0,0.7086834733893557,0.8571428571428572
46d73805667745df,3bad7ef643840f67,Strikeforce Challengers 13,2011-01-07,Welterweight,0,effd9de9937996f8,Decision - Unanimous,3,3,0749d968e932df53,Tarec Saffiedine,Sponge,"5' 10""",170.0,70.0,Switch,1986-09-06,4.05,47,3.06,62,0.52,36,84,0.1,0,38,54,90,110,0,1,0,0,8,21,23,26,7,7,11,23,25,29,2,2,0,effd9de9937996f8,Tyron Woodley,0,900,202.0,490.0,244.0,536.0,1.0,3.0,0.0,1.0,0.0,0.0,3000.0,3.0,4,4.04,2.48,0.4122448979591837,0.3,0.3333333333333333,0.0,0.3,0.0,0.75,24.33675564681725,45,60,3,7,124.0,442.0,3.0,25.0,0.7194570135746606,0.88
bb91b9dc712e88d5,a0b91014e9d16a76,Strikeforce - Fedor vs. Henderson,2011-07-30,Welterweight,0,0749d968e932df53,Decision - Unanimous,3,3,0749d968e932df53,Tarec Saffiedine,Sponge,"5' 10""",170.0,70.0,Switch,1986-09-06,4.05,47,3.06,62,0.52,36,84,0.1,0,113,212,142,242,0,1,0,0,66,159,19,21,28,32,88,183,22,26,3,3,221,3410cf010558dc8b,Scott Smith,1,900,240.0,544.0,334.0,646.0,1.0,4.0,0.0,1.0,0.0,0.0,3900.0,3.0,5,3.6923076923076925,2.6,0.4411764705882353,0.23076923076923078,0.25,0.0,0.23076923076923078,0.0,0.6,24.895277207392198,21,84,0,4,169.0,502.0,6.0,32.0,0.6633466135458168,0.8125
98d5f9423adb8fc5,440c9dbab63528fb,Strikeforce - Rockhold vs. Jardine,2012-01-07,Welterweight,0,0749d968e932df53,Decision - Split,3,3,0749d968e932df53,Tarec Saffiedine,Sponge,"5' 10""",170.0,70.0,Switch,1986-09-06,4.05,47,3.06,62,0.52,36,84,0.1,0,46,96,147,202,2,2,0,0,24,68,11,15,11,13,29,66,1,5,16,25,438,2cf520143e76cd2e,Tyler Stinson,1,900,353.0,756.0,476.0,888.0,1.0,5.0,0.0,1.0,0.0,221.0,4800.0,4.0,6,4.4125,2.375,0.4669312169312169,0.1875,0.2,0.0,0.1875,0.04604166666666667,0.6666666666666666,25.336071184120467,28,96,0,0,190.0,586.0,6.0,36.0,0.6757679180887373,0.8333333333333334
7ca10988d77d0b4f,be9d259be012e8a4,Strikeforce - Rousey vs Kaufman,2012-08-18,Welterweight,0,0749d968e932df53,Decision - Unanimous,3,3,0749d968e932df53,Tarec Saffiedine,Sponge,"5' 10""",170.0,70.0,Switch,1986-09-06,4.05,47,3.06,62,0.52,36,84,0.1,0,67,126,92,151,0,0,1,0,26,81,15,19,26,26,43,94,23,29,1,3,245,3b9f723e2720a238,Roger Bowling,1,900,399.0,852.0,623.0,1090.0,3.0,7.0,0.0,1.0,0.0,659.0,5700.0,5.0,7,4.2,2.294736842105263,0.46830985915492956,0.4736842105263158,0.42857142857142855,0.0,0.15789473684210525,0.1156140350877193,0.7142857142857143,25.949349760438057,53,135,0,7,218.0,682.0,6.0,36.0,0.6803519061583578,0.8333333333333334
8f95f838d17bba10,7ca4c3f8aa8bacae,Strikeforce - Marquardt vs Saffiedine,2013-01-12,Strikeforce Welterweight,1,0749d968e932df53,Decision - Unanimous,5,5,0749d968e932df53,Tarec Saffiedine,Sponge,"5' 10""",170.0,70.0,Switch,1986-09-06,4.05,47,3.06,62,0.52,36,84,0.1,0,116,201,164,251,1,3,0,0,37,106,20,25,59,70,88,155,24,35,4,11,258,a8e6a69796280f17,Nate Marquardt,1,1500,466.0,978.0,715.0,1241.0,3.0,7.0,1.0,1.0,0.0,904.0,6600.0,6.0,8,4.236363636363636,2.463636363636364,0.47648261758691207,0.40909090909090906,0.42857142857142855,0.13636363636363635,0.13636363636363635,0.13696969696969696,0.75,26.351813826146476,68,205,1,10,271.0,817.0,6.0,43.0,0.6682986536107711,0.8604651162790697
3ff7d02ef633ee22,e5c9de15bb58b1c6,UFC Fight Night: Saffiedine vs Lim,2014-01-04,Welterweight,0,0749d968e932df53,Decision - Unanimous,5,5,0749d968e932df53,Tarec Saffiedine,Sponge,"5' 10""",170.0,70.0,Switch,1986-09-06,4.05,47,3.06,62,0.52,36,84,0.1,3,120,202,166,248,1,3,1,0,60,127,13,14,47,61,113,193,1,2,6,7,379,203c957eac95dd87,Hyun Gyu Lim,1,1500,582.0,1179.0,879.0,1492.0,4.0,10.0,1.0,1.0,0.0,1162.0,8100.0,7.0,9,4.311111111111111,2.511111111111111,0.49363867684478374,0.4444444444444445,0.4,0.11111111111111112,0.11111111111111112,0.1434567901234568,0.7777777777777778,27.329226557152634,122,277,0,0,339.0,1022.0,7.0,53.0,0.6682974559686888,0.8679245283018868
64542fe846b9aea9,0313bf497de9c470,UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,Welterweight,0,cbd5d3cdd862e90e,KO/TKO,3,3,0749d968e932df53,Tarec Saffiedine,Sponge,"5' 10""",170.0,70.0,Switch,1986-09-06,4.05,47,3.06,62,0.52,36,84,0.1,0,42,136,42,136,0,0,0,0,18,104,2,5,22,27,42,136,0,0,0,0,0,cbd5d3cdd862e90e,Rory MacDonald,0,900,702.0,1381.0,1045.0,1740.0,5.0,13.0,2.0,4.0,0.0,1541.0,9600.0,8.0,10,4.3875,2.88125,0.5083272990586531,0.46875,0.38461538461538464,0.1875,0.375,0.16052083333333333,0.8,28.076659822039698,47,111,1,3,461.0,1299.0,7.0,53.0,0.645111624326405,0.8679245283018868
44c6d87116bb3a10,b3fb8d2293e17a59,UFC on FOX: Johnson vs. Bader,2016-01-30,Welterweight,0,0749d968e932df53,Decision - Unanimous,3,3,0749d968e932df53,Tarec Saffiedine,Sponge,"5' 10""",170.0,70.0,Switch,1986-09-06,4.05,47,3.06,62,0.52,36,84,0.1,0,54,131,58,135,0,1,0,0,30,103,13,17,11,11,44,118,10,13,0,0,61,d81ac739417d7f53,Jake Ellenberger,1,900,744.0,1517.0,1087.0,1876.0,5.0,13.0,2.0,4.0,0.0,1541.0,10500.0,8.0,11,4.251428571428572,2.902857142857143,0.4904416611733685,0.42857142857142855,0.38461538461538464,0.17142857142857143,0.34285714285714286,0.14676190476190476,0.7272727272727273,29.399041752224505,30,99,0,4,508.0,1410.0,8.0,56.0,0.6397163120567375,0.8571428571428572
a78ccbb549d36ddd,990060b2a68a7b82,UFC Fight Night: Almeida vs Garbrandt,2016-05-29,Welterweight,0,5b5307450405abf0,Decision - Unanimous,3,3,0749d968e932df53,Tarec Saffiedine,Sponge,"5' 10""",170.0,70.0,Switch,1986-09-06,4.05,47,3.06,62,0.52,36,84,0.1,0,32,71,47,86,0,1,0,0,16,52,9,12,7,7,23,52,9,19,0,0,37,5b5307450405abf0,Rick Story,0,900,798.0,1648.0,1145.0,2011.0,5.0,14.0,2.0,4.0,0.0,1602.0,11400.0,9.0,12,4.2,2.831578947368421,0.4842233009708738,0.39473684210526316,0.35714285714285715,0.15789473684210525,0.3157894736842105,0.1405263157894737,0.75,29.727583846680357,58,111,0,6,538.0,1509.0,8.0,60.0,0.6434724983432737,0.8666666666666667
3d07a533feca7458,4b2390cfaceb91d8,UFC 207: Nunes vs. Rousey,2016-12-30,Welterweight,0,9bcf8603ceb25680,Decision - Split,3,3,0749d968e932df53,Tarec Saffiedine,Sponge,"5' 10""",170.0,70.0,Switch,1986-09-06,4.05,47,3.06,62,0.52,36,84,0.1,0,52,105,68,122,2,6,0,0,38,88,11,14,3,3,35,81,17,24,0,0,85,9bcf8603ceb25680,Dong Hyun Kim,0,900,830.0,1719.0,1192.0,2097.0,5.0,15.0,2.0,4.0,0.0,1639.0,12300.0,9.0,13,4.048780487804878,2.9073170731707316,0.4828388598022106,0.36585365853658536,0.3333333333333333,0.14634146341463414,0.2926829268292683,0.1332520325203252,0.6923076923076923,30.316221765913756,36,107,3,8,596.0,1620.0,8.0,66.0,0.6320987654320988,0.8787878787878788
a69a155a25b84679,353de740bb6c7e75,UFC Fight Night: Holm vs. Correia,2017-06-17,Welterweight,0,6a2f7c151031653d,Decision - Unanimous,3,3,0749d968e932df53,Tarec Saffiedine,Sponge,"5' 10""",170.0,70.0,Switch,1986-09-06,4.05,47,3.06,62,0.52,36,84,0.1,0,60,139,71,151,1,1,0,0,34,112,14,15,12,12,44,119,16,20,0,0,220,6a2f7c151031653d,Rafael Dos Anjos,0,900,882.0,1824.0,1260.0,2219.0,7.0,21.0,2.0,4.0,0.0,1724.0,13200.0,9.0,14,4.009090909090909,2.8727272727272726,0.48355263157894735,0.47727272727272724,0.3333333333333333,0.13636363636363635,0.2727272727272727,0.13060606060606061,0.6428571428571429,30.77891854893908,81,158,1,5,632.0,1727.0,11.0,74.0,0.6340474811812391,0.8513513513513513
18cdc16fc7ab7ce1,c6becb722706c7d8,UFC Fight Night: Dillashaw vs Cruz,2016-01-17,Bantamweight,0,05339613bf8e9808,KO/TKO,2,2,0778f94eb5d588a5,Joey Gomez,KO King,"5' 10""",135.0,73.0,Orthodox,1986-07-21,2.44,28,4.46,55,0.62,100,50,0.0,0,15,71,19,75,1,1,0,0,10,64,2,4,3,3,9,63,6,8,0,0,24,05339613bf8e9808,Rob Font,0,600,,,,,,,,,,,,,0,,,,,,,,,,29.492128678986994,52,110,1,5,,,,,,
187681b2843174b5,d6455cb4bee503ce,UFC Fight Night: Poirier vs. Johnson,2016-09-17,Bantamweight,0,36549928f90f1d36,Decision - Unanimous,3,3,0778f94eb5d588a5,Joey Gomez,KO King,"5' 10""",135.0,73.0,Orthodox,1986-07-21,2.44,28,4.46,55,0.62,100,50,0.0,1,44,136,66,159,0,0,0,0,26,106,7,17,11,13,38,121,6,12,0,3,15,36549928f90f1d36,Jose Quinonez,0,900,15.0,71.0,19.0,75.0,1.0,1.0,0.0,0.0,0.0,24.0,600.0,0.0,1,1.5,5.2,0.2112676056338028,1.5,1.0,0.0,0.0,0.04,0.0,30.16016427104723,56,131,5,7,52.0,110.0,1.0,5.0,0.5272727272727273,0.8
