fighter_id,fighter_name,fighter_nick_name,height,weight_lbs,reach_inches,stance,dob,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg
8d20d76af3f213ce,Joseph Holmes,Uglyman Joe,"6' 4""",185,80,Orthodox,1995-07-04,2.88,53,3.08,54,1.49,40,50,0.8
634e2fb70bde3fd5,Holly Holm,The Preacher's Daughter,"5' 8""",135,69,Southpaw,1981-10-17,3.13,40,2.92,55,0.87,30,76,0.1
f295d50c56339ab6,Brandon Holmes,,"6' 2""",185,74,Orthodox,1997-02-05,4.72,45,8.76,50,0.0,0,50,0.0
6e7c758f5cdec01a,Paddy Holohan,The Hooligan,"5' 10""",125,69,Orthodox,1988-05-03,2.13,46,2.81,46,2.88,47,71,1.3
a7151778b3381036,Kurt Holobaugh,The Hurt,"5' 11""",155,70,Orthodox,1986-09-08,4.58,44,4.24,49,0.65,33,38,0.8
6070f16bcfd89fcf,Ben Holscher,The Teacher,"5' 11""",155,,,,0.0,0,0.0,0,0.0,0,0,0.0
7f9abc4db2d05764,Lorenzo Hood,Dream Killer,"6' 3""",265,80,Southpaw,1989-03-02,2.64,61,4.66,11,0.0,0,100,0.0
c11f50e9c1513ce9,Mark Holst,Boots,"6' 0""",155,,Orthodox,1985-08-14,0.25,19,1.67,47,0.76,100,60,2.3
472f6f6e6d962f40,Barb Honchak,Little Warrior,"5' 4""",125,65,Orthodox,1979-08-30,4.04,30,4.67,66,0.0,0,0,1.3
10d4575f497face4,SeongChan Hong,Honey Badger,"5' 7""",155,69,Orthodox,1989-11-28,6.57,55,8.76,47,0.0,0,0,0.0
b24666e26bd750a3,JunYoung Hong,Drunken Red,"5' 9""",145,69,Orthodox,1990-12-18,2.1,39,2.3,48,0.0,0,35,0.0
71f048adbfed5b49,Sabah Homasi,,"6' 0""",170,72,Orthodox,1988-10-19,4.98,48,6.91,47,2.8,50,66,0.0
0a97691039c4bbfb,Mark Hominick,The Machine,"5' 8""",145,68,Orthodox,1982-07-22,4.08,42,4.18,69,0.25,66,71,0.9
df1eb4354d18a906,Scott Holtzman,Hot Sauce,"5' 9""",155,69,Orthodox,1983-09-30,4.32,47,3.66,55,1.88,56,67,0.2
4d2e3320d815f687,Chris Honeycutt,The Cutt,"5' 10""",170,73,,1988-07-25,2.99,44,1.41,66,3.4,45,75,0.0
5af480a3b2e1726b,David Hood,,"6' 0""",200,,,,0.0,0,0.0,0,0.0,0,0,0.0
6142edbd477d20c9,Dakota Hope,Huracan,"5' 6""",155,68,,1997-01-29,7.07,41,7.0,33,1.0,33,100,0.0
d2b1c1317a39f6c6,Satoshi Honma,,"6' 1""",205,,Orthodox,1968-05-19,0.0,0,0.0,0,0.0,0,0,0.0
971246648e162f0d,Chase Hooper,The Dream,"6' 1""",155,74,Southpaw,1999-09-13,4.44,49,2.97,39,2.5,32,55,2.2
193b9d1858bc4df3,Dan Hooker,The Hangman,"6' 0""",155,75,Switch,1990-02-13,4.82,48,4.94,49,0.68,33,77,0.6
e29cf523ebd155c5,Chris Horodecki,The Polish Hammer,"5' 9""",155,69,Orthodox,1987-09-24,4.59,41,3.16,65,1.52,55,37,0.9
8d26912cd2aeb366,Jeremy Horn,Gumby,"6' 1""",185,74,Orthodox,1975-08-25,1.19,39,1.99,55,1.83,38,29,1.1
baf942f4bcb09894,Moti Horenstein,,"6' 4""",230,,Orthodox,1964-03-23,0.0,0,0.0,0,0.0,0,0,0.0
3fa7688bfe48a493,Yoshinori Horie,,"5' 8""",145,70,Orthodox,1995-05-10,2.76,49,5.65,48,0.0,0,0,0.0
18e8b7070228e728,Darrell Horcher,The Saint,"5' 10""",155,70,Southpaw,1987-07-28,2.05,44,4.21,39,0.35,50,47,0.7
98aa60cf58071fd6,Kyoji Horiguchi,Karate Kid,"5' 4""",125,63,Orthodox,1990-10-12,3.64,47,2.08,64,1.67,40,61,0.1
57591bbf1623574e,John Hosman,,"5' 10""",135,,Southpaw,1980-11-13,1.11,38,1.52,45,0.0,0,46,0.0
5c637af9472ae7cc,Jamey-Lyn Horth,,"5' 7""",125,66,Orthodox,1990-03-30,3.8,47,2.64,63,0.98,42,80,0.2
97a8f39186f489db,Jeff Hougland,Hellbound,"5' 7""",135,68,Orthodox,1978-08-02,1.86,48,3.46,47,0.86,18,0,1.1
21f2974fd08085e3,Saeed Hosseini,,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
f6c1ce7cfd600662,Yuma Horiuchi,Ichiban,"5' 6""",125,67,Switch,1997-09-22,3.73,30,5.0,35,2.0,16,0,2.0
21632ba272c0785a,Matt Horning,Horndog,"5' 4""",125,,,1976-08-18,0.0,0,0.0,0,0.0,0,0,0.0
049d698d773eb3e1,Matt Horwich,Suave,"6' 1""",185,,Orthodox,1978-10-02,1.11,62,2.16,38,0.33,9,28,2.7
c6668eeb261588d3,Trey Houston,,"5' 11""",185,,,1988-06-08,0.0,0,0.0,0,0.0,0,0,0.0
4b1896310a907656,Jamie Houston,,,185,,,,0.0,0,0.0,0,0.0,0,0,0.0
a2b06ca02bca14c0,Harold Howard,,"6' 2""",240,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
36fbaa49a09ff997,Brian Houston,B-Hue,"6' 2""",185,,Orthodox,1981-04-26,1.9,35,3.67,53,0.95,100,87,0.0
a7de976620f2ed13,Shane Howell,,"5' 8""",125,,Orthodox,1983-11-28,1.27,32,2.55,42,0.0,0,20,0.0
fc31f896cde2bc2e,John Howard,Doomsday,"5' 7""",170,72,Orthodox,1983-03-01,2.15,50,3.08,51,2.7,49,53,0.4
1c8b9f4d89b92e1b,Yuele Huang,,,145,,,2000-07-04,0.0,0,0.0,0,0.0,0,0,0.0
225def29ecfe0fc1,Carlos Huachin,Perro Malo,"5' 4""",135,67,Southpaw,1996-06-04,2.1,21,4.8,50,0.0,0,66,0.0
f1175ea3aafbf351,Hu Yaozong,Totoro,"6' 3""",185,72,Orthodox,1995-04-07,3.35,48,5.09,35,0.0,0,33,0.4
e71c75f533a30daa,Huang Feier,Muscle Barbie,"5' 5""",115,65,Orthodox,1994-03-12,0.0,0,0.0,0,0.0,0,0,0.0
1ec1b6a7a29ffc71,Brady Huang,The Kung Fu Warrior,"5' 9""",135,69,Orthodox,1992-12-16,4.62,37,10.77,30,0.0,0,0,0.0
d2cd7a69cc55e7ed,Austin Hubbard,Thud,"5' 10""",155,71,Orthodox,1991-12-22,3.97,42,4.1,55,1.63,28,68,0.1
f372a848d250e006,Collin Huckbody,All In,"6' 3""",185,76,Orthodox,1994-09-29,2.05,60,2.73,42,10.23,100,0,20.4
8b9197746bd3e005,Alex Huddleston,The Shaved Gorilla,"6' 7""",254,,,1986-08-11,2.47,42,2.59,67,0.0,0,0,0.9
737d93a42b8c2e94,Casey Huffman,Hellbent,"6' 3""",185,,,,0.0,0,0.0,0,0.0,0,0,0.0
daf1b84aebd6602b,Roger Huerta,El Matador,"5' 9""",155,70,Orthodox,1983-05-20,3.64,36,2.33,56,2.13,46,52,0.5
621a6c59f88a44fe,Matt Hughes,,"5' 9""",170,73,Switch,1973-10-13,2.14,53,1.36,53,2.95,50,35,1.2
6a11e325aa60ad02,Jeff Hughes,Lights Out,"6' 2""",250,77,Orthodox,1988-05-17,3.95,51,3.67,60,0.71,50,45,0.0
e94085e821bd81de,Sam Hughes,Sampage,"5' 5""",115,64,Orthodox,1992-06-28,4.41,47,4.69,58,1.12,29,63,0.2
d62bb4d84a7267ba,Mark Hughes,,"5' 9""",205,,Southpaw,1973-10-13,0.9,47,0.4,42,3.0,50,0,4.5
b0718335e9868cfd,David Hulett,Hollywood,"5' 10""",170,,,1980-09-07,0.0,0,0.0,0,0.0,0,0,0.0
f264ba50b007f39e,Victor Hugo,Striker,"5' 7""",135,71,Orthodox,1992-11-22,3.27,44,2.95,56,0.81,33,73,1.2
e4cbc82c36e47299,Dominik Humburger,,,185,,,1996-01-03,0.0,0,0.0,0,0.0,0,0,0.0
15e0d2df09025bda,Ronald Humphrey,,,170,,,2000-09-20,0.0,0,0.0,0,0.0,0,0,0.0
b9c75e7fc910f587,Bryan Humes,,,265,,,,0.0,0,0.0,0,0.0,0,0,0.0
cb1b4d237b0079e6,Abongo Humphrey,,"5' 11""",205,,Orthodox,1977-05-27,1.45,40,3.83,46,1.41,37,33,3.8
da27d061bad0f341,Zevan Hunt,Cheese,,170,,,1998-12-08,0.0,0,0.0,0,0.0,0,0,0.0
f703250471acaf96,Harry Hunsucker,The Hurricane,"6' 2""",205,75,Orthodox,1989-01-03,3.54,52,6.53,42,0.0,0,0,2.0
baa5358456803df8,Alex Hunter,,"5' 9""",226,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
eef9b891edbd4604,Mark Hunt,Super Samoan,"5' 10""",265,72,Orthodox,1974-03-23,2.81,43,2.9,51,0.51,55,64,0.2
edc9eb3051f444fa,Adam Hunter,Warhammer,"6' 1""",185,,Orthodox,1983-10-16,0.0,0,0.0,0,0.0,0,0,0.0
21b54430c8eeb9cc,Joe Hurley,,"5' 8""",155,,,1978-06-24,1.12,45,3.35,56,0.0,0,20,0.0
0e6bc8d1d6c0ad90,Abdul Hussein,King,"5' 7""",135,67,Orthodox,1997-08-02,4.96,65,3.35,45,1.14,50,66,3.4
155bfc7ed36622df,Solomon Hutcherson,King,"5' 11""",185,,Southpaw,1972-08-31,2.59,39,2.59,64,3.53,100,0,0.0
8588d14c4952b9fa,Young Hwang,,"5' 9""",135,,,1988-09-02,0.0,0,0.0,0,0.0,0,0,0.0
968764372c49eab6,Abdul Azeem Badakhshi,The Afghan Lion,,145,,,,0.0,0,0.0,0,0.0,0,0,0.0
1c01d986283e6acb,In Su Hwang,Legendary,"5' 11""",185,74,Orthodox,1994-01-18,2.47,46,6.2,44,0.0,0,50,0.0
39cc64bf0a269db9,Niklas Backstrom,,"6' 1""",145,,Orthodox,1989-08-22,1.12,41,3.65,40,2.92,80,72,2.2
fd5b6598a3b70c0a,Seth Baczynski,The Polish Pistola,"6' 3""",170,75,Orthodox,1981-10-26,3.08,31,3.14,51,0.89,16,48,0.8
a52bc1e62cf0b7c6,Melsik Baghdasaryan,The Gun,"5' 9""",145,70,Southpaw,1992-01-28,4.98,58,3.15,56,0.0,0,70,0.0
c0ab242c40decc55,Ryan Bader,Darth,"6' 2""",205,74,Orthodox,1983-06-07,2.82,43,1.39,71,3.37,44,80,0.4
8f313e9c3a39c06e,Bahatebole Batebolati,Lion King,"5' 8""",170,71,Southpaw,1997-09-12,4.02,45,4.83,61,1.34,66,100,0.0
aec185309b4843d0,Siyar Bahadurzada,The Great,"5' 11""",170,73,Orthodox,1984-04-17,2.91,40,3.23,49,1.32,61,62,0.3
e4a47b07044ddd72,Ignacio Bahamondes,La Jaula,"6' 3""",170,75,Orthodox,1997-08-27,5.99,46,4.07,55,0.0,0,70,0.6
4fcf6e0c4e0e6664,Izabela Badurek,,"5' 5""",115,,Orthodox,1991-07-11,3.74,71,4.9,32,1.75,12,100,0.0
3dd92ff9fb0412b3,Ali Bagautinov,Puncher,"5' 4""",125,65,Orthodox,1985-06-10,2.85,42,3.09,52,2.51,36,65,0.3
82d4c957649faf9b,Miguel Baeza,Caramel Thunder,"6' 2""",170,74,Orthodox,1992-08-23,4.09,49,5.92,46,0.36,22,54,2.0
e4d2564ea0e34e2b,Mehdi Baghdad,The Sultan,"6' 1""",155,,Orthodox,1985-04-13,3.13,30,4.56,46,0.0,0,33,0.0
34dbcd4dbaf21a36,Jordan Bailey,,"5' 9""",145,,,,1.74,40,0.29,0,4.35,100,0,4.3
e2b8186b618b00c4,Shamar Bailey,,"5' 9""",155,75,Southpaw,1982-09-22,1.56,20,3.91,69,1.5,33,37,0.0
7d5b12de1625984e,Scott Baker,,"6' 0""",210,,,,0.0,0,0.0,0,0.0,0,0,0.0
3497f4c29654862c,Eros Baluyot,,"5' 4""",125,65,Orthodox,1992-10-23,2.31,75,1.54,60,0.0,0,0,0.0
04b39f4e8eb59d7c,Oluwale Bamgbose,Holy War Angel,"5' 11""",185,78,Switch,1987-08-04,2.45,48,2.7,55,0.94,33,37,0.0
623f2eed9e1495af,Gary Balletto,Batman,,170,,,1995-01-20,0.0,0,0.0,0,0.0,0,0,0.0
371efa53bd0cf669,Jin Bala,,"5' 9""",155,,,,0.0,0,0.0,0,0.0,0,0,0.0
e626e92a8f2a9737,Balajin,The Snow Leopard,"5' 9""",145,72,Orthodox,1992-03-31,1.4,33,2.73,50,2.0,20,66,0.0
898337ef520fe4d3,Bryan Baker,The Beast,"6' 3""",185,,Orthodox,1985-10-13,1.78,52,2.83,45,0.44,50,37,0.9
c50ea21fe9ef478d,Yohan Banks,,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
4c4b44e3cf5815b3,Stephen Banaszak,,"6' 0""",145,,,1990-12-07,4.2,47,1.15,66,0.0,0,100,1.9
2c2caf2f2bab9df5,Humberto Bandenay,,"5' 11""",145,71,Southpaw,1994-09-04,2.22,41,4.79,41,2.9,46,62,0.5
5c2ce761399dc9c5,Marcin Bandel,Bomba,"5' 10""",155,,Orthodox,1989-10-10,0.79,50,5.26,23,0.0,0,0,0.0
9a2d3567abc02e34,Tae Hyun Bang,Supernatural,"5' 9""",155,71,Switch,1983-04-15,2.72,38,2.07,66,0.49,33,57,0.5
9c442aaf149ea982,Shauna Bannon,Mama B,"5' 5""",115,65,Switch,1993-10-23,3.85,44,3.25,45,0.0,0,47,0.5
9ddfb3369a3b0394,Antonio Banuelos,,"5' 5""",135,63,Orthodox,1979-09-23,2.69,33,3.15,58,1.62,62,86,0.4
1c23ec2f1b71be40,Iwo Baraniewski,Rudy,"6' 0""",205,73,Orthodox,1998-11-20,11.35,57,8.65,52,0.0,0,100,0.0
06dced58ca24a6bd,Junior Barata,,"5' 10""",170,,Orthodox,1982-01-25,4.03,33,8.46,34,0.0,0,0,0.0
2c99576fefe53c7c,Renan Barao,The Baron,"5' 6""",145,70,Orthodox,1987-01-31,3.78,36,3.9,57,1.49,41,91,0.5
a331233f597090a5,Bryan Barberena,Bam Bam,"6' 0""",185,72,Southpaw,1989-05-03,5.35,48,4.59,44,0.13,22,50,0.3
d4baaa0630bf5798,Djani Barbir,,"6' 3""",185,79,Orthodox,1997-08-09,3.64,40,4.55,66,0.0,0,0,0.0
27b388f0aab49780,Dione Barbosa,The Witch,"5' 6""",125,66,Orthodox,1992-05-08,2.15,45,2.29,64,2.47,44,63,2.1
b9f28e7045fdfce7,Raoni Barcelos,,"5' 7""",135,67,Orthodox,1987-05-01,4.65,51,4.24,60,2.51,31,87,0.7
c06a5c95f1169c0b,James Barnes,Mooka,"5' 8""",135,71,Orthodox,1982-05-28,0.57,34,3.02,39,1.08,16,40,0.0
172c2135e70f87b7,Luke Barnatt,The Bigslow,"6' 6""",185,77,Orthodox,1988-04-13,4.43,36,3.87,59,0.63,42,63,0.4
c85bad793cd14e28,Marcio Barbosa,Ticoto,"5' 6""",145,70,Orthodox,1998-05-22,7.01,47,6.65,52,0.0,0,100,0.0
e8fe9c15d348e778,Daniel Barez,,"5' 6""",125,66,Orthodox,1988-12-10,4.6,48,6.93,50,1.71,29,80,0.5
6a740daf1b279661,Maycee Barber,The Future,"5' 5""",125,65,Switch,1998-05-18,4.56,53,2.78,55,1.56,45,51,0.1
b7c5eb7cdbac6a63,Danny Barlow,LeftHand2God,"6' 2""",185,79,Southpaw,1995-08-02,5.81,51,4.65,52,0.0,0,100,0.0
7a5e8c94a86f9895,Chris Barnett,Beastboy,"5' 9""",261,75,Orthodox,1986-06-14,3.36,47,6.55,36,0.0,0,35,0.0
64a50dad704d1d49,Edson Barboza,Junior,"5' 11""",155,75,Orthodox,1986-01-21,4.14,44,4.68,55,0.43,50,73,0.1
ad3f53c454cbbead,Josh Barnett,The Warmaster,"6' 3""",250,78,Orthodox,1977-11-10,3.2,50,2.11,57,1.26,55,55,1.4
78a5eea49638685d,Nick Barnes,,"5' 11""",170,,,,2.86,29,8.93,51,5.36,100,100,5.4
a220be6d41d6f97d,Carlos Barreto,,"6' 4""",230,,Orthodox,1968-07-22,0.0,0,0.0,0,0.0,0,0,0.0
e575b6ff678c1aca,Shonte Barnes,Shyne,"5' 11""",185,76,Southpaw,1987-02-09,2.32,38,1.55,67,0.0,0,60,0.0
91e69a1c3c87325b,Chris Barnhizer,,,,,,1987-10-25,0.0,0,0.0,0,0.0,0,0,0.0
80c0bed43da0e27b,David Baron,,"5' 6""",155,,Switch,1973-02-15,1.17,30,2.1,56,0.0,0,14,0.7
f12f979b657ab876,Dan Barrera,The Fireman,"5' 9""",170,,Orthodox,1980-12-23,0.8,70,1.2,28,1.0,8,0,0.0
d21113c9ff3788ae,Peter Barrett,Slippery,"5' 10""",145,73,Southpaw,1986-08-10,4.18,61,4.32,42,1.39,22,66,0.0
1652f3213655b935,Phil Baroni,The New York Bad Ass,"5' 9""",170,72,Orthodox,1976-04-16,2.77,45,3.93,40,1.46,47,60,0.5
c32eab6c2119e989,Jose Barreto,,,185,,Southpaw,,0.0,0,0.0,0,0.0,0,0,0.0
8e9eb3fc86db0f7d,Marc-Andre Barriault,Powerbar,"6' 1""",185,74,Orthodox,1990-02-18,5.65,47,5.94,49,0.34,28,68,0.1
e6015889f50075d2,David Barrios,,"5' 6""",145,,,,0.0,0,0.0,0,0.0,0,0,0.0
d26394fc0e8e880a,Ricardo Barros,,"6' 1""",205,,,1976-03-22,0.0,0,8.22,31,0.0,0,100,0.0
8fd1f27e86661ede,Alexandre Barros,Baixinho,"5' 9""",170,,Southpaw,1976-11-19,0.98,40,4.05,36,1.84,50,100,0.0
658c3465581ae46b,Pat Barry,HD,"5' 11""",235,74,Orthodox,1979-07-07,2.72,52,3.54,59,0.0,0,76,0.2
a6f3d15cb84334bb,Dean Barry,The Sniper,"5' 10""",170,72,Orthodox,1992-07-03,9.31,40,4.66,51,0.0,0,100,0.0
be0b310a12eb80b4,Enrique Barzola,El Fuerte,"5' 7""",145,70,Orthodox,1989-04-28,3.91,41,2.97,68,4.2,45,66,0.3
bbab3baf66128ae2,Javid Basharat,The Snow Leopard,"5' 9""",135,69,Orthodox,1995-09-07,5.18,54,2.75,63,1.83,40,83,0.1
d3f89fa685bd8420,Austin Bashi,,"5' 6""",145,70,Orthodox,2001-09-29,1.89,42,2.34,52,6.09,35,63,1.4
b69f24c500d783e7,Francimar Barroso,Bodao,"6' 1""",205,75,Orthodox,1980-02-28,2.77,52,3.07,59,2.22,24,83,0.0
e1f8beeb6d2d871a,Namsrai Batbayar,Steppe Warrior,"5' 4""",125,68,Orthodox,2000-12-29,4.44,45,3.42,48,2.85,30,100,0.9
a09ed60aa67a3f67,Farid Basharat,Ferocious,"5' 8""",135,71,Orthodox,1997-08-02,4.46,54,3.24,60,3.57,37,54,0.3
29508aff4d93cbbe,Ryan Bastianelli,Relentless,"5' 5""",135,,,1979-09-07,0.0,0,0.0,0,0.0,0,0,0.0
1cecc8fe6748a532,Stephen Bass,Bigfish,"5' 9""",145,,Orthodox,1982-11-14,4.87,52,5.87,55,0.0,0,0,0.0
2c733e059462c1dc,Sean Bassett,,,155,,,,0.0,0,0.0,0,0.0,0,0,0.0
55f446032177b119,Chris Beal,Real Deal,"5' 7""",125,69,Orthodox,1985-08-06,3.45,35,3.18,61,1.6,58,78,0.2
74f13066b1417ef3,Rudy Bears,,"5' 11""",170,,Southpaw,1979-01-19,1.27,29,2.53,50,0.0,0,0,0.0
8ef4a91ac694b7ce,Shayna Baszler,The Queen of Spades,"5' 7""",135,,Orthodox,1980-08-08,2.49,30,6.36,51,0.67,18,44,1.3
bc711b6dd95c1af6,Mario Bautista,,"5' 9""",135,69,Switch,1993-07-01,5.52,50,4.17,54,2.49,38,57,1.1
3a6ac598320ca7f2,Donovan Beard,The Highlight Reel,"6' 2""",185,78,Orthodox,1989-11-05,0.0,0,5.77,28,0.0,0,0,0.0
34218661c44ed55d,Michel Batista,,"6' 3""",260,,Orthodox,1984-04-20,0.0,0,4.03,40,6.72,50,0,0.0
4fd76e7ba8313457,Salvador Becerra,,"5' 9""",155,,,,4.57,31,3.83,58,0.0,0,66,0.0
c9a94278df042f46,Alan Baudot,The Black Samourai,"6' 3""",243,79,Orthodox,1988-02-01,5.36,58,4.82,46,0.0,0,62,0.0
f626118b6da0e020,Bryan Battle,The Butcher,"6' 1""",185,77,Orthodox,1994-09-21,5.12,52,4.11,44,0.77,17,53,0.4
b96939f2b8d88e82,Ariel Beck,,"5' 6""",125,66,Southpaw,1990-09-16,4.44,34,4.31,64,0.0,0,0,0.0
93bf96be327fcd98,Jeff Bedard,Little Popeye,"5' 6""",145,,Orthodox,1970-02-06,0.8,51,0.0,100,3.43,66,100,2.6
b5a379583673510a,Jack Becker,,"5' 10""",155,71,Orthodox,1992-12-20,1.01,39,5.82,26,1.68,50,0,0.0
ce05955c26c3c090,Eric Bedard,Lucky Strikes,"6' 2""",239,,,1984-09-11,6.37,35,8.54,52,0.0,0,0,0.0
ffc3e6daaa6da0b7,Johnny Bedford,Brutal,"5' 10""",135,71,Orthodox,1983-01-06,4.53,50,1.75,63,1.83,62,62,0.0
d6ed764f8b78d32a,Allan Begosso,Mini,"5' 5""",135,66,Orthodox,1995-11-23,1.8,40,7.73,34,0.0,0,25,2.0
b16a7e6a627e9789,Chase Beebe,,"5' 7""",135,67,Orthodox,1985-03-29,2.17,38,1.64,69,2.49,42,41,0.9
40a456a25d52ee65,Rolando Bedoya,The Machine,"5' 11""",155,74,Orthodox,1997-01-13,6.23,47,5.5,52,0.0,0,75,0.2
babc6b5745335f18,Lyle Beerbohm,Fancy Pants,"5' 10""",155,,Southpaw,1979-02-05,1.98,55,1.61,54,2.1,23,64,0.3
3bc3f60b21cddc6a,Azamat Bekoev,Iron,"6' 0""",185,72,Orthodox,1995-12-30,4.57,52,6.83,31,3.48,43,62,0.0
d7e40dca3ae125be,Diana Belbita,The Warrior Princess,"5' 7""",125,68,Orthodox,1996-06-26,6.45,41,6.55,51,0.86,62,64,0.0
cbd3e590a85b18c5,Mirsad Bektic,,"5' 8""",145,70,Orthodox,1991-02-16,2.43,41,1.8,57,3.98,52,92,0.4
7674b836ce0698a0,Yousri Belgaroui,,"6' 6""",185,79,Orthodox,1992-06-02,6.1,64,2.17,63,0.29,100,66,0.0
0ee783aa00e468f0,Vitor Belfort,The Phenom,"6' 0""",185,74,Southpaw,1977-04-01,1.59,46,2.83,50,1.02,60,53,0.6
69898645d600abdb,Rodolfo Bellato,Trator,"6' 3""",205,75,Orthodox,1996-02-05,5.37,60,5.86,46,1.38,35,94,0.2
c3f6db17cea09ca7,Danilo Belluardo,Caterpillar,"6' 0""",155,74,Southpaw,1994-07-21,1.52,61,4.79,41,3.5,100,50,0.0
4130a743d9d22163,Alan Belcher,The Talent,"6' 2""",185,75,Orthodox,1984-04-24,2.7,41,3.1,59,0.44,26,55,0.9
a71feb7ea7592a71,Mike Bencic,Batman,"6' 0""",215,,Orthodox,1966-07-03,0.0,0,3.32,53,0.0,0,0,0.0
436f970c9ea9169c,Gabriel Benitez,Moggly,"5' 8""",155,71,Southpaw,1988-06-15,5.26,41,4.49,63,0.22,50,55,0.9
6104730621ff318d,Karla Benitez,,"5' 3""",113,,,1979-02-15,0.0,0,2.4,57,0.0,0,100,0.0
9fd1f08dd4aec14a,Dave Beneteau,Dangerous,"6' 2""",250,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
46baf0f57edfa4df,Joey Beltran,The Mexicutioner,"6' 1""",185,75,Orthodox,1981-12-08,4.92,36,5.27,54,0.48,18,75,0.0
8dc4f34c1f50d00d,Charles Bennett,Krazy Horse,"5' 8""",155,,Orthodox,1979-11-23,1.39,39,1.35,64,2.02,100,36,2.0
80eacd4da0617c57,Joseph Benavidez,,"5' 4""",125,65,Southpaw,1984-07-31,3.52,34,2.67,61,1.41,30,62,0.6
ec71a892fada28c7,Marco Beltran,Psycho,"5' 8""",125,69,Orthodox,1986-05-18,2.07,37,1.93,63,0.7,50,46,0.2
404ecb2700844072,DeAnna Bennett,The Argentine Assassin,"5' 4""",125,68,Orthodox,1984-11-18,3.13,58,3.27,58,0.0,0,0,1.0
c3ac8d0da7b05772,Josh Bennett,,"6' 4""",259,,Orthodox,,2.9,40,5.8,43,1.5,100,100,0.0
a30f6d375dea5f9b,Joe Benoit,,"5' 9""",170,,Orthodox,1982-03-12,0.0,0,0.0,100,0.0,0,0,0.0
7030c27fc9778964,Benjamin Bennett,Mr. Alaska,"6' 0""",170,73,Switch,1994-05-08,4.53,54,4.53,65,6.0,60,0,0.0
5431dccc09118234,Lance Benoist,,"5' 11""",170,72,Southpaw,1988-08-26,3.68,51,2.7,56,1.5,33,61,0.0
a25f3dc0df974597,Pat Benson,,"5' 9""",155,,,1974-07-14,0.0,0,0.0,0,0.0,0,0,0.0
20999e27ddd94bda,Ryan Benoit,Baby Face,"5' 5""",125,68,Orthodox,1989-08-25,2.88,39,3.65,58,0.28,22,72,0.4
3138df4d117ebc12,Delphine Benouaich,,,115,,,1995-03-21,0.0,0,0.0,0,0.0,0,0,0.0
21b1132949f2a9b0,Steve Berger,The Red Nosed Pitbull,"5' 11""",170,,Orthodox,1973-05-20,1.0,27,3.26,36,0.84,40,16,1.7
feef5f8f5629e5e7,Theodor Berggren,Simba,"5' 11""",170,75,Switch,2000-04-09,3.49,35,10.78,33,0.0,0,0,0.0
592d23aed850e652,Len Bentley,,"5' 9""",155,,,1982-11-30,0.0,0,0.0,0,0.0,0,0,0.0
aa8189053b3a8994,Kenneth Bergh,,"6' 2""",205,74,Orthodox,1989-06-26,4.56,75,1.27,28,0.0,0,0,0.0
364e7a7a1ea5e200,Arlind Berisha,,,205,,,2000-11-05,0.0,0,0.0,0,0.0,0,0,0.0
2891c9f7b26b26fc,Bret Bergmark,The Angry Hick,"5' 9""",170,,,1973-11-24,2.78,52,2.78,37,4.17,100,50,4.2
e3779ef06e98f185,Keith Berish,Sha Bang Bang,"6' 0""",205,,Orthodox,1985-11-14,3.58,36,4.81,62,1.76,40,0,0.0
2dc1bc1a02961656,Manny Bermudez,The Bermudez Triangle,"5' 10""",145,71,Orthodox,1994-07-16,2.92,61,2.68,46,3.06,54,0,3.1
6f242453c91a5af0,Dennis Bermudez,The Menace,"5' 6""",155,66,Orthodox,1986-12-13,4.42,46,3.07,59,3.89,40,82,1.1
5b2325cd70dbe2ea,Talita Bernardo,,"5' 4""",135,68,Orthodox,1987-03-04,3.12,42,4.04,55,1.62,22,28,0.5
0b935b9bbbe5fc07,Keith Berry,,"6' 1""",185,,,1987-10-25,0.27,12,6.27,28,0.0,0,0,0.0
b3bbe88fecd6a0d2,Dave Berry,,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
aebfb84d1f6d2d8c,Allen Berube,Monstah Lobstah,"5' 8""",155,,Orthodox,1974-08-25,0.92,80,0.92,33,6.87,100,0,3.4
66766984842c13dc,Edson Berto,Little Tiger,"5' 6""",155,,Orthodox,1983-07-05,1.76,36,4.62,47,5.47,40,0,2.7
8ba8e8d7eafa7267,Anton Berzin,The Body Snatcher,"6' 2""",205,,Orthodox,1989-09-29,4.4,46,6.8,67,2.0,28,0,1.0
3f24c96753dbd9f9,Scott Bessac,,"6' 4""",245,,,1965-10-05,0.0,0,0.0,0,0.0,0,0,0.0
0db70ca89e1c7374,Dieusel Berto,,"5' 9""",200,,,,0.0,0,0.0,0,0.0,0,0,0.0
8a22c6b4d29880a3,Chris Birchler,The Big Buck,"6' 3""",205,,Switch,1987-06-05,9.35,46,14.83,35,0.0,0,0,0.0
87f19d19f4cb73f8,Magomed Bibulatov,Chaborz,"5' 5""",125,65,Orthodox,1988-08-22,3.6,51,1.83,52,2.85,40,75,0.0
